Gene Species Taxon Signature
0 G009781125 G009781125 0.004930632770626574
0 G016934745 G016934745 0.004114520706797213
0 G010093025 G010093025 0.003320291339894923
0 G002327965 G002327965 0.003320291339894923
0 G903890595 G903890595 0.003320291339894923
0 G903840385 G903840385 0.003320291339894923
0 G000421065 G000421065 0.003320291339894923
0 G014274685 G014274685 0.003320291339894923
0 G018268775 G018268775 0.003320291339894923
0 G018268895 G018268895 0.003320291339894923
0 G000688615 G000688615 0.003320291339894923
0 G018449715 G018449715 0.003320291339894923
0 G014642855 G014642855 0.003320291339894923
0 G004217555 G004217555 0.003320291339894923
0 G000745965 G000745965 0.003320291339894923
0 G009697495 G009697495 0.003320291339894923
0 G002436105 G002436105 0.002358784178075109
0 G016934475 G016934475 0.002358784178075109
0 G003142215 G003142215 0.0014537385877083143
0 G016871155 G016871155 0.0014537385877083143
0 G016871055 G016871055 0.0014537385877083143
0 G903925015 G903925015 0.0010823313843576728
0 G903893525 G903893525 0.0010823313843576728
0 G004525465 G004525465 0.002358784178075109
0 G903839205 G903839205 0.002358784178075109
0 G903919165 G903919165 0.002358784178075109
0 G903880675 G903880675 0.002358784178075109
0 G003142235 G003142235 0.0010823313843576728
0 G003166055 G003166055 0.0010823313843576728
0 G010084195 G010084195 0.0010823313843576728
0 G903929755 G903929755 0.0010823313843576728
0 G903907865 G903907865 0.0010823313843576728
0 G003132145 G003132145 0.0010823313843576728
0 G903970285 G903970285 0.0010823313843576728
0 G900108185 G900108185 0.0010823313843576728
0 G903932155 G903932155 0.0004813196347622633
0 G903884655 G903884655 0.002358784178075109
0 G903927605 G903927605 0.002358784178075109
0 G903843705 G903843705 0.002358784178075109
0 G903876615 G903876615 0.002358784178075109
0 G003158505 G003158505 0.002358784178075109
0 G903863195 G903863195 0.002358784178075109
0 G903873655 G903873655 0.002358784178075109
0 G903857495 G903857495 0.002358784178075109
0 G002335385 G002335385 0.002358784178075109
0 G013334395 G013334395 0.002358784178075109
0 G903937385 G903937385 0.002358784178075109
0 G018897435 G018897435 0.002358784178075109
0 G018269025 G018269025 0.002358784178075109
0 G018262835 G018262835 0.002358784178075109
0 G016192145 G016192145 0.002358784178075109
0 G903913215 G903913215 0.002358784178075109
0 G016721195 G016721195 0.002358784178075109
0 G016714685 G016714685 0.0022359020811207496
0 G002299555 G002299555 0.0022359020811207496
0 G013390615 G013390615 0.0022359020811207496
0 G016195985 G016195985 0.002032876901563994
0 G017859995 G017859995 0.002032876901563994
0 G016931595 G016931595 0.002032876901563994
0 G002068835 G002068835 0.002032876901563994
0 G003530835 G003530835 0.0019000992306415377
0 G016722505 G016722505 0.0019000992306415377
0 G903868115 G903868115 0.0019000992306415377
0 G012797375 G012797375 0.0019000992306415377
0 G016720465 G016720465 0.0016075327838849225
0 G003165415 G003165415 0.0016075327838849225
0 G016715205 G016715205 0.0016075327838849225
0 G005788175 G005788175 0.0016075327838849225
0 G002297665 G002297665 0.0016075327838849225
0 G014189895 G014189895 0.0009013484045660113
0 G002383325 G002383325 0.0002714834285244613
