gtdb_r207_bac120_TIGR02386.faa_subtaxa, 54, 1147, 0.853095, 0.988666, 0, 0.907407, 0, 0.984307, 0
gtdb_r207_bac120_TIGR03654.faa_subtaxa, 54, 175, 0.829101, 1, 0, 0.833333, 0.462963, 1, 0
gtdb_r207_bac120_TIGR02027.faa_subtaxa, 54, 298, 0.852473, 0.986577, 0, 0.87037, 0, 0.986577, 0
gtdb_r207_bac120_TIGR00250.faa_subtaxa, 54, 130, 0.925641, 1, 0, 0.944444, 0.685185, 1, 0
gtdb_r207_bac120_PF00466.21.faa_subtaxa, 54, 100, 0.853889, 0.98, 0, 0.907407, 0.0555556, 0.98, 0
gtdb_r207_bac120_TIGR01391.faa_subtaxa, 54, 414, 0.848229, 0.990338, 0, 0.888889, 0.0925926, 0.985507, 0
gtdb_r207_bac120_TIGR00928.faa_subtaxa, 54, 436, 0.887657, 0.988532, 0, 0.907407, 0.0185185, 0.983945, 0
gtdb_r207_bac120_TIGR00116.faa_subtaxa, 54, 293, 0.622867, 0.931741, 0, 0.796296, 0, 0.931741, 0
gtdb_r207_bac120_TIGR02432.faa_subtaxa, 54, 189, 0.843327, 1, 0, 0.888889, 0.166667, 0.994709, 0
gtdb_r207_bac120_TIGR00006.faa_subtaxa, 54, 310, 0.858841, 0.974194, 0, 0.944444, 0.037037, 0.954839, 0
gtdb_r207_bac120_TIGR03632.faa_subtaxa, 54, 117, 0.867521, 1, 0, 0.87037, 0.62963, 1, 0
gtdb_r207_bac120_TIGR00158.faa_subtaxa, 54, 148, 0.854605, 0.993243, 0, 0.907407, 0.0925926, 0.986486, 0
gtdb_r207_bac120_TIGR00019.faa_subtaxa, 54, 361, 0.928952, 0.980609, 0, 0.962963, 0, 0.977839, 0
gtdb_r207_bac120_TIGR01394.faa_subtaxa, 54, 594, 0.823918, 1, 0, 0.833333, 0.425926, 1, 0
gtdb_r207_bac120_TIGR02397.faa_subtaxa, 54, 355, 0.857329, 1, 0, 0.888889, 0.037037, 1, 0
gtdb_r207_bac120_TIGR00635.faa_subtaxa, 54, 305, 0.868427, 0.996721, 0, 0.888889, 0.0185185, 0.996721, 0
gtdb_r207_bac120_TIGR00445.faa_subtaxa, 54, 321, 0.7877, 0.931464, 0, 0.888889, 0, 0.919003, 0
gtdb_r207_bac120_TIGR01079.faa_subtaxa, 54, 104, 0.784366, 0.990385, 0, 0.851852, 0, 0.971154, 0
gtdb_r207_bac120_TIGR00959.faa_subtaxa, 54, 428, 0, 0, 0, 0, 0, 0, 0
gtdb_r207_bac120_TIGR00115.faa_subtaxa, 54, 410, 0.850361, 0.992683, 0, 0.925926, 0, 0.990244, 0
gtdb_r207_bac120_TIGR00963.faa_subtaxa, 54, 787, 0.790437, 0.949174, 0, 0.851852, 0, 0.944091, 0
gtdb_r207_bac120_TIGR00922.faa_subtaxa, 54, 172, 0.868002, 0.988372, 0, 0.888889, 0.111111, 0.988372, 0
gtdb_r207_bac120_TIGR03625.faa_subtaxa, 54, 202, 0.852585, 0.990099, 0, 0.907407, 0, 0.985149, 0
gtdb_r207_bac120_TIGR01087.faa_subtaxa, 54, 441, 0.781305, 0.99093, 0, 0.907407, 0.0185185, 0.954649, 0
gtdb_r207_bac120_TIGR01146.faa_subtaxa, 54, 286, 0.703768, 0.996503, 0, 0.740741, 0.259259, 0.993007, 0
gtdb_r207_bac120_TIGR01082.faa_subtaxa, 54, 449, 0.907572, 0.988864, 0, 0.925926, 0, 0.988864, 0
gtdb_r207_bac120_TIGR01071.faa_subtaxa, 54, 144, 0.805813, 0.993056, 0, 0.87037, 0.037037, 0.986111, 0
gtdb_r207_bac120_TIGR00416.faa_subtaxa, 54, 454, 0.784263, 0.991189, 0, 0.814815, 0.240741, 0.988987, 0
gtdb_r207_bac120_TIGR00082.faa_subtaxa, 54, 115, 0.822866, 0.956522, 0, 0.888889, 0, 0.956522, 0
gtdb_r207_bac120_TIGR00090.faa_subtaxa, 54, 99, 0.632997, 0.989899, 0, 0.648148, 0, 0.989899, 0
gtdb_r207_bac120_TIGR01032.faa_subtaxa, 54, 114, 0.914392, 1, 0, 0.925926, 0.444444, 1, 0
gtdb_r207_bac120_TIGR01059.faa_subtaxa, 54, 639, 0.836985, 0.992175, 0, 0.851852, 0, 0.99061, 0
gtdb_r207_bac120_TIGR02350.faa_subtaxa, 54, 596, 0.805524, 0.998322, 0, 0.833333, 0, 0.998322, 0
gtdb_r207_bac120_TIGR00138.faa_subtaxa, 54, 183, 0.761283, 1, 0, 0.851852, 0.111111, 0.994536, 0
gtdb_r207_bac120_TIGR00456.faa_subtaxa, 54, 569, 0.680401, 0.980668, 0, 0.777778, 0, 0.905097, 0
gtdb_r207_bac120_TIGR03953.faa_subtaxa, 54, 188, 0.833826, 1, 0, 0.87037, 0.0740741, 0.994681, 0
gtdb_r207_bac120_TIGR00755.faa_subtaxa, 54, 256, 0.843967, 0.988281, 0, 0.888889, 0, 0.984375, 0
gtdb_r207_bac120_TIGR00168.faa_subtaxa, 54, 165, 0.738721, 0.987879, 0, 0.888889, 0.0740741, 0.981818, 0
gtdb_r207_bac120_TIGR01029.faa_subtaxa, 54, 154, 0.807961, 1, 0, 0.814815, 0.5, 1, 0
gtdb_r207_bac120_TIGR02012.faa_subtaxa, 54, 321, 0.881678, 1, 0, 0.888889, 0.203704, 1, 0
gtdb_r207_bac120_TIGR00092.faa_subtaxa, 54, 368, 0.669887, 0.991848, 0, 0.703704, 0.0185185, 0.98913, 0
gtdb_r207_bac120_TIGR02191.faa_subtaxa, 54, 219, 0.913918, 0.995434, 0, 0.925926, 0.425926, 0.995434, 0
gtdb_r207_bac120_TIGR00065.faa_subtaxa, 54, 353, 0.769699, 0.926346, 0, 0.87037, 0, 0.917847, 0
gtdb_r207_bac120_TIGR00436.faa_subtaxa, 54, 270, 0.0180384, 0.974074, 0, 0.0185185, 0, 0, 0
gtdb_r207_bac120_PF02576.18.faa_subtaxa, 54, 73, 0, 0, 0, 0, 0, 0, 0
gtdb_r207_bac120_TIGR00414.faa_subtaxa, 54, 418, 0.876661, 0.995215, 0, 0.907407, 0.240741, 0.995215, 0
gtdb_r207_bac120_PF00410.20.faa_subtaxa, 54, 126, 0.845385, 1, 0, 0.851852, 0.740741, 1, 0
gtdb_r207_bac120_TIGR03725.faa_subtaxa, 54, 212, 0.700821, 0.971698, 0, 0.796296, 0, 0.962264, 0
gtdb_r207_bac120_TIGR01953.faa_subtaxa, 54, 340, 0.894989, 0.994118, 0, 0.944444, 0, 0.994118, 0
gtdb_r207_bac120_TIGR03723.faa_subtaxa, 54, 314, 0.906346, 0.996815, 0, 0.925926, 0.0555556, 0.996815, 0
gtdb_r207_bac120_PF03726.15.faa_subtaxa, 54, 83, 0.840027, 1, 0, 0.888889, 0.12963, 0.987952, 0
gtdb_r207_bac120_TIGR00095.faa_subtaxa, 54, 194, 0.811569, 0.93299, 0, 0.944444, 0, 0.927835, 0
gtdb_r207_bac120_TIGR00362.faa_subtaxa, 54, 437, 0.827485, 1, 0, 0.833333, 0.296296, 1, 0
gtdb_r207_bac120_TIGR00964.faa_subtaxa, 54, 57, 0.72807, 1, 0, 0.796296, 0.0740741, 1, 0
gtdb_r207_bac120_TIGR00643.faa_subtaxa, 54, 629, 0.944356, 0.995231, 0, 0.981481, 0.0740741, 0.993641, 0
gtdb_r207_bac120_TIGR01009.faa_subtaxa, 54, 212, 0.821541, 0.990566, 0, 0.833333, 0, 0.990566, 0
gtdb_r207_bac120_TIGR02013.faa_subtaxa, 54, 1238, 0.684467, 0.853796, 0, 0.833333, 0, 0.837641, 0
gtdb_r207_bac120_TIGR01063.faa_subtaxa, 54, 800, 0.839144, 0.9975, 0, 0.851852, 0, 0.9975, 0
gtdb_r207_bac120_TIGR01951.faa_subtaxa, 54, 131, 0.93158, 0.992366, 0, 0.962963, 0, 0.984733, 0
gtdb_r207_bac120_TIGR02273.faa_subtaxa, 54, 166, 0.0875725, 0.981928, 0, 0.0925926, 0, 0.939759, 0
gtdb_r207_bac120_TIGR00344.faa_subtaxa, 54, 847, 0.8137, 0.974026, 0, 0.925926, 0, 0.966942, 0
gtdb_r207_bac120_TIGR01164.faa_subtaxa, 54, 126, 0.848031, 1, 0, 0.851852, 0.481481, 1, 0
gtdb_r207_bac120_TIGR00043.faa_subtaxa, 54, 111, 0.794127, 0.954955, 0, 0.962963, 0, 0.90991, 0
gtdb_r207_bac120_TIGR00194.faa_subtaxa, 54, 574, 0.729997, 0.977352, 0, 0.907407, 0, 0.966899, 0
gtdb_r207_bac120_TIGR00468.faa_subtaxa, 54, 324, 0.77995, 0.938272, 0, 0.888889, 0, 0.895062, 0
gtdb_r207_bac120_TIGR02075.faa_subtaxa, 54, 233, 0.89024, 0.995708, 0, 0.907407, 0.037037, 0.995708, 0
gtdb_r207_bac120_TIGR01011.faa_subtaxa, 54, 225, 0.897695, 0.995556, 0, 0.907407, 0, 0.995556, 0
gtdb_r207_bac120_TIGR00064.faa_subtaxa, 54, 279, 0, 0, 0, 0, 0, 0, 0
gtdb_r207_bac120_TIGR00442.faa_subtaxa, 54, 406, 0.885514, 0.992611, 0, 0.907407, 0, 0.992611, 0
